,good_bad
6817,1
400084,1
262402,1
119343,1
92358,1
359491,1
255940,1
109530,1
386081,1
139873,1
79142,1
330790,1
261887,1
455646,1
419102,1
292693,1
80836,1
185718,1
2472,1
61291,0
196512,1
88564,1
378800,1
397358,1
11693,0
63276,0
214375,1
359186,1
186205,1
149755,0
395393,1
198742,1
36984,1
346859,1
103180,1
204303,1
283973,1
376953,0
223200,1
377303,1
64202,1
33588,1
208217,1
64396,1
55546,1
131720,1
316634,1
237948,1
114547,1
26455,1
277540,1
345456,1
406322,1
198160,1
14263,0
320348,1
193269,1
160574,1
70084,1
150130,1
322624,1
304638,1
324380,1
212314,1
154926,1
88802,1
375837,1
412744,1
339421,1
301805,0
220195,1
175738,1
362440,1
275899,1
170828,1
74659,1
323224,1
162723,1
162331,1
207026,0
258352,1
151858,1
32383,1
332347,1
448512,1
193504,1
92981,1
12324,1
465036,1
114121,1
25993,1
108165,1
341066,1
183214,1
403479,1
236115,1
361837,1
18691,0
355300,1
245956,1
398773,1
258464,0
304090,1
27255,1
768,1
79949,1
369712,0
314614,1
92079,1
401358,1
37846,1
447201,1
139262,1
447426,0
146145,0
404423,1
105077,1
22510,1
327605,1
369025,1
231962,1
247668,1
166090,1
434865,1
328402,1
176172,1
330570,1
251697,1
369155,1
253269,1
330169,1
45814,1
328067,1
408475,1
292799,1
37473,0
298231,1
244064,1
212209,1
313175,1
167919,1
263113,1
37901,1
17192,1
132872,1
384294,1
117790,0
275521,0
190826,1
60210,1
181197,1
140079,1
230287,0
84692,1
42095,0
61568,1
364140,1
312313,1
316971,1
296683,1
85862,0
75177,1
69611,1
176204,1
264739,1
204247,1
35210,1
326950,1
173652,1
247055,1
266567,1
199257,1
353655,0
414529,1
428309,0
139969,1
391742,0
25695,1
328598,1
255129,0
180981,1
343238,1
280276,1
89393,1
125606,0
232546,1
51138,1
404822,1
436561,1
129895,1
58928,1
250323,1
294431,1
207111,1
379025,1
397835,1
159294,1
64383,1
155267,1
123958,1
59999,1
118352,1
424564,1
362606,1
45577,1
367761,1
463745,1
451207,1
155539,1
351722,1
330527,1
407595,1
52650,0
105366,1
121652,1
139640,1
216261,1
112619,0
125274,1
234180,1
319698,0
18767,1
316497,1
87781,0
319549,0
459720,0
193982,1
369143,0
353385,1
273005,1
302899,1
139548,1
40345,1
279062,1
414481,1
177010,1
438358,1
130530,0
397140,1
83764,1
388728,1
155559,1
441967,1
438027,1
177418,1
306909,1
387645,1
91210,1
216504,0
442220,1
309337,1
308830,1
382855,1
59070,1
358327,1
455464,1
4886,1
368408,1
233888,1
254756,1
79414,1
71231,1
465724,1
459082,1
178587,1
179596,1
465591,1
459388,1
107214,1
314504,1
446580,1
301352,1
33202,1
409867,1
432947,1
429454,1
247356,1
333679,1
374068,1
65553,0
435546,0
314422,1
83064,1
446701,1
110850,1
203252,1
183742,1
93263,1
281978,1
210943,1
264987,1
360379,1
377200,1
204666,1
63807,1
132282,1
259974,1
224446,1
226277,1
369290,1
30558,1
178671,1
291721,0
167556,1
461692,1
452285,1
397736,1
271801,1
111892,1
101401,1
381883,1
188175,1
228485,0
49655,1
214281,1
431302,1
388266,1
52861,1
285358,1
376781,1
282463,1
183172,1
55003,1
124323,0
127151,1
305692,1
405593,1
15180,1
247595,1
303553,1
245571,1
198059,1
438751,1
419043,1
330787,1
289652,1
196318,1
67899,1
182859,1
243491,1
144610,1
304458,1
116405,1
456796,0
440701,1
389834,1
130670,1
286593,1
408479,1
131220,1
247298,1
91471,1
153695,1
89713,1
37624,1
298136,1
168818,1
148665,1
98163,0
380538,1
420979,1
48055,1
398706,1
282934,1
225169,1
65625,1
342140,1
401549,1
345606,1
118950,1
162406,1
418238,1
142553,1
281843,1
205991,1
352477,0
428632,1
209849,1
463224,1
218773,1
58115,1
34999,1
397682,0
277957,0
370432,1
292128,0
128660,1
13918,0
423877,0
9595,1
302864,1
105946,1
337911,1
79738,1
85041,1
112586,1
341112,1
1884,1
62515,1
257293,1
115145,1
65627,1
95642,1
277519,0
283485,1
103040,1
364255,1
71634,1
260691,1
156526,1
197952,0
373590,1
259123,1
118159,1
388038,1
4627,1
59544,1
296974,1
59264,1
127340,1
434541,1
425519,1
77366,1
17517,1
36002,1
46944,1
334547,1
151894,1
174408,1
347353,1
163194,1
69937,1
203124,1
102837,1
155582,0
135326,0
199023,1
220083,0
41503,1
303286,1
282867,1
10620,1
284188,1
203464,1
45216,1
321724,1
99542,1
440618,1
423183,1
412940,1
28371,1
374869,1
128053,1
430968,1
6040,1
345542,1
268031,1
46252,1
254704,1
28357,1
390181,1
138568,1
380510,1
129682,1
335922,1
345896,1
81714,1
171550,1
377061,1
462918,1
107376,1
116707,1
162675,1
105408,1
41819,0
287816,1
200155,1
352705,1
378372,1
465599,1
156679,1
2003,1
146830,1
105341,1
309035,0
65923,0
406376,1
316286,1
324385,0
331532,1
23347,1
137421,0
368316,0
248216,1
302797,1
302740,1
215497,0
384381,1
419899,1
397226,1
192688,1
28975,1
85520,1
451284,1
65353,1
214984,1
181029,1
372738,1
125027,0
160466,0
356470,1
36890,1
264136,1
309996,1
250705,1
205705,1
341965,1
59328,1
195077,1
407048,1
137314,1
186723,1
112233,1
427119,1
256407,1
263289,1
352955,1
246896,1
233097,1
156784,1
279951,1
124124,1
118913,1
398866,1
323074,1
387081,1
101051,1
269382,0
123485,1
343597,1
419728,1
123480,0
381463,1
337749,1
189835,1
202250,0
158222,1
363191,1
405628,1
301452,1
172016,1
52540,1
113362,1
459419,1
166679,1
94934,1
20509,1
345629,0
100344,1
283879,1
58976,1
59724,1
458126,1
453998,1
238045,1
35301,1
191994,1
102076,1
87773,1
326907,1
349607,1
115665,1
225242,1
54395,1
124258,1
13786,1
51700,1
17734,0
290019,0
258126,1
55296,1
330308,1
227079,1
329404,1
11422,0
359696,1
424451,1
415783,0
345240,1
406300,1
143995,0
304192,1
290137,1
416797,1
218326,1
27139,1
246069,1
186362,1
73984,1
199453,1
94450,1
201737,1
226897,1
59059,1
5786,1
392088,1
23998,1
211731,0
234059,1
117930,1
462504,1
293947,1
345659,1
113624,1
394904,1
188334,0
381465,1
70680,1
351321,1
307687,1
164112,1
361427,1
24587,1
253902,1
353165,1
466065,1
119773,1
146003,1
263679,1
126919,0
77648,1
107729,1
262699,1
175285,1
382504,1
198327,1
371559,1
1440,1
79791,0
56738,1
311655,1
428040,1
231207,1
296670,1
304850,1
66455,1
234071,1
383207,1
409071,1
275248,1
388306,1
351450,0
179685,1
16272,1
320946,1
70565,1
369995,1
232450,1
402062,1
176226,1
18344,1
452054,1
300577,1
101293,1
305537,1
214980,0
279117,1
183038,1
367964,0
961,1
179959,1
411391,1
340445,1
456203,0
240659,1
458640,1
21441,1
140600,1
98558,1
398965,1
77859,1
208769,1
262462,1
63113,1
427282,1
29924,0
109159,1
326464,1
300359,1
165957,1
307644,1
392106,0
184052,1
295058,1
69798,1
408714,1
257033,1
430227,1
458122,1
226829,1
289990,1
18184,0
104766,1
87789,1
285003,1
11416,1
258975,1
333524,1
69023,1
74769,1
34487,1
288087,1
323522,1
177514,1
157119,1
188101,1
137733,1
196406,1
151688,1
352784,1
318238,1
297541,1
347432,1
124825,1
241322,1
391747,1
39850,1
289174,1
301806,1
174792,1
371605,1
79558,1
392335,1
96555,0
322027,0
70102,1
92228,1
414418,1
194715,1
251976,1
64627,1
461442,1
206579,1
36322,1
316505,1
349828,1
107978,1
33792,1
399073,1
440946,1
40126,0
198361,1
76993,1
371018,1
406501,1
1806,1
276088,1
66269,1
393957,1
268758,0
347753,1
143854,1
394554,1
280606,1
130134,1
54860,1
340584,1
160985,1
304112,1
314710,1
173963,1
327321,0
12815,1
114297,1
149812,1
329931,1
203803,1
167419,1
224469,1
2884,1
404295,1
324664,0
445362,1
41239,1
459842,1
318253,0
277461,1
128240,1
320459,1
44617,1
163441,1
317365,1
52705,1
294745,1
122750,1
340428,1
460264,1
462112,1
242462,1
204490,1
17275,1
76286,1
19804,1
31953,0
148591,1
331897,1
410785,1
105784,1
143644,1
387058,0
13185,1
137666,1
210868,1
113591,1
37339,1
163344,1
300298,1
383268,1
223254,1
299961,1
455372,1
739,0
46343,1
3979,1
154546,1
83544,1
107864,1
343323,0
262372,1
415177,1
450716,1
13305,1
42392,0
120555,1
148047,1
73509,1
202521,1
366738,1
109615,1
94391,1
240523,1
329336,1
98563,1
463990,1
212380,1
457961,1
56849,1
340535,1
246846,1
52672,1
182564,1
433378,1
39959,1
214302,1
342383,1
361386,1
234359,1
213465,1
333126,1
279600,1
309709,1
388962,1
410063,1
462014,1
130167,0
443665,1
15360,1
330069,1
339107,1
339818,1
368325,1
83274,1
417218,1
404624,1
418834,1
58251,1
229973,0
394327,1
355064,1
147927,1
430484,1
77622,1
196698,1
443097,1
254083,1
305597,1
174759,1
270260,1
124131,1
276212,1
1369,1
76969,0
124463,1
48393,1
314230,1
365384,1
426897,1
420906,1
204783,1
102475,1
186901,1
70681,1
243724,1
447943,1
240053,1
318783,1
440160,1
132260,1
274645,1
99057,1
397333,1
25957,1
228943,1
360182,1
6493,1
315247,1
213213,0
366964,1
307762,1
226311,1
187076,1
139009,1
306914,1
387771,1
65198,1
83525,1
63747,1
374542,1
283772,1
258973,1
284285,1
381756,1
6140,1
121600,1
315228,1
82015,1
162171,1
353845,1
134736,1
387332,1
105665,0
419026,1
134618,0
34225,1
283729,1
429995,1
248016,1
276722,1
231303,1
452325,1
188270,1
150700,1
345860,1
231533,1
198823,1
3018,1
465019,1
133344,1
344313,1
138030,0
194277,1
442981,1
416911,1
297048,1
182837,1
344291,1
334383,1
361653,1
142263,1
201235,1
359149,0
312512,1
46064,1
112849,1
363093,1
58641,1
93052,0
307150,1
283710,1
245946,1
186496,1
371646,1
143533,1
64737,1
303018,1
297078,1
373585,1
383148,1
375138,1
401575,1
419073,0
393204,1
395269,1
151816,1
85787,1
419845,0
49541,1
51111,1
446931,0
16205,1
4932,0
306481,1
275777,0
147736,1
237921,1
320106,1
364687,1
91465,1
159540,1
392507,1
462639,1
378438,1
253200,1
233099,1
458524,1
365402,1
128686,1
243447,1
265425,1
169008,1
206000,1
109306,0
356348,1
14508,1
448537,1
268030,1
286260,1
285435,1
180193,1
253916,1
140773,1
79686,1
90276,1
100731,1
62742,1
383151,1
407091,1
114461,1
68474,1
150301,1
255420,0
121896,1
212076,1
86586,1
396794,1
39293,1
303026,1
393969,1
295035,1
175363,1
148138,1
356550,1
409927,1
20614,1
65422,1
38703,1
96888,1
62406,1
105780,1
213800,1
103305,1
68459,1
368254,1
288232,1
158396,1
377804,1
458209,1
117379,1
335507,1
103115,1
212878,0
413046,1
18839,1
26071,1
40924,1
305052,0
389215,1
114785,1
444582,0
260420,1
318017,1
341253,0
26617,1
235185,1
310359,1
404046,1
361024,1
328911,1
187975,1
147564,1
69619,1
414147,1
437923,1
90461,1
201576,1
262122,1
168747,1
438150,1
298022,1
225408,1
156009,1
322031,1
3764,1
243607,1
72799,1
131648,1
157336,1
198475,1
183933,0
235970,1
227644,1
111817,1
90902,1
378228,0
139724,0
460579,0
465810,1
414203,1
120819,1
281669,1
305887,1
453512,1
95400,1
154165,0
80110,1
395378,1
349172,1
389368,1
343161,1
101945,0
396805,1
413889,1
268333,1
399879,1
115571,1
278834,1
182310,1
85122,1
108903,1
111546,1
52848,1
76779,1
53350,1
370892,1
256799,1
213268,0
188512,1
118058,1
197761,1
27639,1
46086,1
84243,1
27238,1
413427,0
113684,1
282897,1
300938,1
372473,1
370813,1
174245,1
203361,1
385312,1
69843,1
74060,1
98879,1
132054,1
122684,1
98956,0
96628,1
131971,1
167854,1
455682,1
302516,1
226233,1
240864,1
445138,1
453097,1
68895,1
408577,1
322704,1
397762,1
315925,1
355008,1
6149,1
145900,1
144348,1
97984,1
135250,1
357301,1
365571,1
30271,1
156872,1
64589,1
463675,1
141308,1
416855,1
409164,1
96574,1
449444,1
101751,1
255194,1
323701,1
298980,1
228760,1
219895,1
132083,1
204376,1
378155,1
343853,1
165834,1
89425,1
39248,1
86811,1
144566,1
289721,1
406258,1
43388,1
89236,1
125039,1
322580,1
99185,1
446424,0
148064,1
233772,1
222823,1
121562,1
430738,1
272738,1
117383,1
420658,1
348016,1
460642,1
148216,1
461428,1
11355,1
428345,1
250598,0
225410,1
459674,1
252593,1
207890,1
157422,1
262374,1
259918,1
401911,0
453465,1
346762,0
398705,1
44777,1
277332,1
258821,1
288744,1
279995,1
285252,1
456861,1
138447,1
260668,1
289876,1
147548,1
278610,1
237498,1
27230,0
73136,1
157878,1
272034,1
238615,1
308797,1
3303,1
93374,1
350406,1
261567,1
381232,1
377450,0
462510,1
62933,1
450561,1
397390,1
85521,0
137113,1
207894,1
193831,1
130174,1
174268,1
301940,1
446218,1
302293,1
424142,1
436856,1
148993,1
270685,1
422148,1
284534,1
407503,1
163082,0
351261,1
367162,1
173027,1
281453,1
112298,1
53459,1
388511,1
290618,1
248385,1
157471,1
131020,1
341896,0
392078,1
172976,1
181574,0
138970,1
413183,1
151981,1
392289,1
37344,1
315164,1
94123,1
410137,1
343311,1
338865,1
455758,1
91316,1
265554,1
333320,1
86648,1
159553,0
458566,1
463029,1
424099,0
244378,1
459076,1
15060,1
417834,0
257176,1
376147,1
328467,0
138282,1
286517,1
258054,1
206572,1
167078,1
143082,1
404343,0
84277,1
200675,1
264877,1
241216,1
195883,1
302521,1
445187,1
21742,1
308851,1
308883,1
58431,1
123927,1
273214,1
50465,1
393109,1
183353,1
75822,0
365515,0
365275,1
421919,1
123678,1
425349,1
141688,0
320334,1
211206,1
96169,1
309999,1
441505,1
321831,1
4412,1
263926,1
246349,1
188193,0
192107,1
45197,1
167949,1
154903,1
257086,1
227101,1
256980,1
37343,1
363431,1
410849,1
207452,1
135722,1
46075,1
386556,1
201020,1
62017,1
160624,1
107696,0
129729,1
293763,1
183472,0
449007,1
84751,1
157847,1
248048,1
357678,1
205454,0
272216,1
273083,0
26633,1
40218,1
250706,1
420130,1
22716,0
143884,1
181,1
161261,1
77977,1
364943,1
259074,1
361672,1
407243,1
258350,1
236928,1
345207,1
226403,1
371692,1
269258,1
1006,1
70231,1
215905,1
246669,1
264343,1
121456,0
15523,1
51516,1
66544,0
77564,1
330349,1
449474,1
150235,1
43848,1
72620,0
16468,0
319542,1
125300,0
335232,1
103508,1
382592,1
348832,1
300873,1
124656,1
267826,1
403303,1
385179,1
346847,1
212789,1
310988,1
22065,1
345059,1
217277,1
327406,1
216819,0
132167,1
110397,1
179653,1
121914,1
175758,1
388145,1
445513,0
458661,1
303046,1
373003,1
298895,1
271881,1
381427,1
138681,1
116810,1
311533,1
462771,0
394363,1
233463,1
249774,1
97743,1
330557,1
142286,1
138303,1
299231,1
72149,1
296729,1
465737,1
71646,1
183158,1
45986,1
162661,1
119607,1
52200,0
284988,1
408836,1
225454,1
294585,1
253061,1
409032,1
419067,1
75714,1
298657,1
48866,1
145283,0
296122,1
331384,1
36481,1
23940,1
89268,1
325319,0
230186,1
336371,1
162540,1
84092,1
50543,1
58384,1
258740,1
186645,0
133375,1
30593,1
76151,1
262682,0
264597,0
299044,1
205982,1
269141,1
59571,1
312642,1
103985,0
412056,1
141046,1
450048,1
334479,1
128042,1
218030,1
145286,1
158019,1
127867,1
426956,1
322786,1
420468,1
76094,1
194746,0
413735,1
66300,1
413725,1
82100,1
303758,1
4400,1
259532,1
143877,1
330562,1
342806,1
257263,1
208640,1
186504,1
421297,1
301469,1
242178,1
288284,1
415171,1
215578,1
457649,1
161284,1
203247,1
295324,1
31359,1
108363,1
129076,1
278115,1
350074,1
278509,1
108385,1
254588,1
368969,1
457606,1
169193,1
407682,1
28094,1
328964,1
254401,1
128680,1
282285,1
403835,1
323763,1
367683,1
48198,1
305935,1
207926,1
15437,1
287041,1
394239,1
280789,1
142662,1
160543,1
153942,1
80275,1
364025,1
193978,1
139787,1
308644,1
39605,0
359403,1
326590,1
264427,1
341212,1
376675,1
195394,1
316481,1
51382,1
36928,0
407413,1
422471,1
254464,1
401981,1
394105,1
200109,1
236166,1
297545,1
104395,1
321128,1
441415,1
465686,1
323710,1
300493,0
177390,1
5224,1
385083,1
360998,1
321854,1
423792,1
178976,1
82009,1
157646,1
340141,1
285196,1
202492,1
393861,1
206722,1
434668,1
49790,1
243106,1
157625,1
72108,1
292725,1
267093,1
83518,1
85236,1
275994,1
429580,0
221795,1
349465,1
368578,1
424024,1
361823,1
149323,1
169159,1
46927,1
174185,1
402452,1
333917,1
212019,1
75253,1
367199,0
118212,1
457614,1
14171,1
315863,1
25772,1
269715,1
331904,1
280947,1
134531,1
369945,1
3293,1
33576,0
71332,1
45226,1
297608,1
37539,1
293658,1
39123,0
268665,1
242051,0
454843,1
123976,1
28911,1
309475,1
455685,1
379640,1
47369,1
421515,1
375712,1
307445,1
258132,1
123263,1
31869,1
84204,1
341870,1
245655,1
181536,1
261157,0
122512,1
342080,1
225144,1
413103,1
78439,1
88907,1
70363,0
159017,1
8461,1
230214,0
287600,1
107915,1
251584,1
113351,1
332993,1
310863,1
357229,1
304693,1
42983,1
390956,1
18403,1
28512,1
139733,1
251154,1
141852,1
466108,1
346553,1
331839,1
328920,1
437624,1
341883,1
213259,1
259934,1
361001,1
335435,1
228092,1
281494,1
53603,1
286619,1
416184,1
361477,0
40291,0
84355,1
318907,1
87651,1
103874,1
235919,1
65820,1
244265,1
258406,1
419661,1
383692,1
74569,1
300076,1
321942,0
175824,1
91084,1
47873,0
396893,1
179311,1
26634,1
275239,1
359049,1
258034,1
45081,1
119478,1
150461,1
356401,1
381945,1
289924,1
8892,1
277527,1
391942,1
337639,1
209420,1
241335,1
74232,1
126054,1
104596,1
122838,0
280815,1
4957,1
389283,1
15828,1
100758,1
422816,0
443176,1
390737,1
173402,1
26484,1
151676,1
83657,1
442469,1
450723,1
134135,1
36797,1
319345,1
202886,1
411522,0
348406,1
336759,1
313918,1
211688,1
362728,1
106809,1
449660,1
252119,1
314951,1
163323,1
64495,1
136830,1
87765,1
459213,1
308351,1
230681,1
306937,1
53303,1
178359,1
12626,1
2696,1
412882,1
222786,1
314976,1
130978,1
430654,1
395365,1
167454,1
402009,1
386293,1
72623,1
175599,1
90654,1
11444,1
9779,1
100117,1
247857,1
213109,1
136492,1
165177,1
10037,1
80125,1
332444,1
430172,1
201965,1
21185,0
174642,1
202768,1
303071,0
257513,1
250616,1
226206,1
37896,1
59489,1
393162,0
365218,1
122600,0
227018,1
360682,1
382948,1
226069,1
10001,1
83094,1
138973,1
242478,1
28737,1
249811,1
460932,0
298059,1
206483,0
460382,1
280998,1
362553,1
293799,1
377256,1
337938,1
36738,1
419200,1
375720,1
3226,1
324131,1
419829,1
10067,0
419325,1
284467,1
276606,1
103651,1
35086,1
402348,0
127652,1
329148,1
49430,1
104855,1
169096,0
93039,1
423008,1
389325,1
269128,1
10863,1
373235,0
280226,1
205378,1
104984,1
153005,1
67881,1
105960,1
104152,1
190659,1
135221,0
157362,1
373443,1
6286,1
123105,1
372585,1
126040,0
29867,1
188001,1
367912,1
355537,1
386623,0
390829,0
384644,1
402511,1
261696,1
258522,1
109792,0
232125,1
170214,1
431746,1
360937,1
168906,0
251796,1
117526,0
447137,1
83417,1
765,1
123332,1
395491,1
238577,1
285393,1
221259,1
279772,1
442472,1
406071,1
77895,1
357925,1
336931,1
269078,1
49257,1
33518,1
196729,1
312892,0
246161,1
258343,0
147052,0
343247,1
103738,1
92541,1
65847,1
77021,1
209102,1
22554,1
429164,1
339411,1
4220,0
299577,1
269551,1
73860,1
149152,1
276551,1
122104,0
219464,1
39633,1
113020,0
216006,0
339804,1
179073,1
168893,1
347315,1
178257,0
10428,1
343539,1
32235,1
326501,1
185685,1
249319,1
457714,1
193962,1
157042,1
323156,1
149517,1
100041,1
386341,1
122992,1
6401,1
29731,1
157505,1
182713,1
295105,1
317958,1
293400,1
102897,1
154380,1
239592,1
155675,1
60630,1
398972,1
425340,1
372854,1
290897,1
217604,1
442625,1
148443,1
363798,1
167177,1
442267,1
327026,1
129443,1
398894,1
65700,1
65974,1
274848,1
341198,1
129468,1
389755,1
5468,1
32712,1
137812,0
247783,1
276954,1
66857,0
275739,1
71220,1
94521,1
241502,1
265587,1
398363,1
17572,1
294343,1
226838,1
48162,1
239370,1
353481,1
164813,1
227669,1
161124,1
459530,1
293597,1
170282,0
295781,1
435479,1
400636,1
407236,1
342462,1
236615,1
436179,1
329083,1
275504,1
319277,1
48741,1
461980,1
288123,0
306160,1
377605,1
386227,1
314690,1
119618,0
257266,1
419836,1
85417,1
196037,1
382262,1
77897,1
457035,1
349594,1
17467,1
401790,1
277158,1
26287,0
236775,1
361019,0
446016,1
277933,1
345689,1
297205,1
104513,1
363251,1
231939,1
176129,1
63094,1
182285,1
188032,1
14480,1
202830,1
144254,1
98059,1
290629,1
75961,1
243553,1
460003,1
159307,1
204675,1
312722,1
73637,1
353184,1
101058,0
60032,1
203518,1
251598,1
171705,1
146485,1
254493,1
464050,1
456105,1
374496,1
304351,1
198264,0
198885,1
460092,1
58697,1
240696,1
114702,1
359892,1
379212,1
256632,1
7747,1
275466,1
184783,1
170185,0
94771,0
154323,1
344960,1
58074,1
379225,1
314223,1
425621,1
321897,1
350625,1
268290,1
288771,1
55461,1
10770,1
446455,1
35608,1
57279,1
55553,1
101367,1
239674,1
68925,1
150634,1
252320,1
379443,1
29093,1
333308,1
247321,1
287013,1
109713,1
172738,0
100494,1
197894,1
417540,1
341745,0
152135,1
251531,1
377361,0
161932,1
32219,0
339291,1
363912,0
91529,1
32948,1
270161,1
93988,1
249411,1
173875,1
272567,1
372208,1
264313,1
204698,1
110024,1
246648,1
461485,1
121875,1
327693,1
425290,1
413851,1
81428,1
276681,1
461250,0
57873,1
132774,1
185738,1
162989,1
259584,1
211482,1
89591,1
458597,1
144382,1
228519,1
426867,1
90230,0
209330,1
362994,1
119140,1
102800,1
382280,1
102169,1
342503,1
343300,1
54100,1
352188,1
212554,1
122343,1
329817,0
221447,1
103810,1
145977,0
200106,1
358667,1
31041,1
303110,1
386703,1
444424,1
232467,1
274170,1
14072,1
318643,1
444810,1
350707,1
174169,0
347664,1
400563,0
336076,0
396899,1
419672,1
15784,0
321533,1
218404,1
300499,1
453094,1
321583,1
191330,1
335730,1
286958,1
118602,1
304188,1
26831,1
108374,1
16943,1
78053,1
392360,1
135869,1
211061,1
335049,1
407587,1
46669,1
317193,1
447928,0
300553,1
360054,1
176136,1
365444,1
424903,1
209992,1
269899,1
333439,0
449604,1
420573,1
113172,1
141473,1
131097,1
196597,1
337450,1
240601,1
383852,1
453707,1
200050,1
33399,0
395268,1
405056,1
277375,1
84615,1
199394,1
436496,1
20966,1
273724,1
128450,1
244666,1
387833,1
445983,1
355422,1
446008,1
127984,1
416170,1
446654,1
249159,1
81393,1
207471,0
54080,1
112498,1
249468,1
313864,1
313249,1
390489,1
136647,1
75494,1
414053,1
463574,1
385091,1
315515,1
461935,1
197527,1
402992,1
289915,1
320150,1
265066,1
206034,1
320239,1
186154,1
452146,1
155307,1
357585,1
94499,1
407481,1
279453,1
362249,1
44169,1
265054,1
410504,1
38741,0
443,1
292391,0
340453,1
447507,1
414162,1
466216,0
74493,1
367669,1
210070,1
451837,0
396534,1
320410,1
343712,0
157,1
331051,1
86245,1
233626,1
211442,0
356001,1
312366,1
229023,1
283601,1
208243,1
392402,1
382750,1
106643,1
216581,1
126000,1
238799,1
110250,1
19843,1
286249,1
86117,1
158000,1
37649,1
144438,1
165857,1
175031,1
426926,1
26497,1
166887,0
212130,1
357052,1
93046,1
393524,1
19789,1
344535,1
258434,1
266125,1
334376,1
209374,1
194697,1
280650,1
213996,1
326449,1
431553,1
376030,1
322360,1
110150,1
221009,1
234970,1
19369,1
125085,1
222908,1
376516,0
339014,1
177736,1
37109,1
180288,1
192365,1
315119,1
290859,1
337245,1
91607,1
139023,1
80513,1
295445,1
229594,1
360363,1
378102,1
286132,1
97571,1
143915,1
365911,1
95461,1
190000,1
366914,0
308633,1
275773,1
25552,1
208203,1
29235,1
63539,1
143358,1
48316,1
329019,1
91628,1
365612,0
116455,1
309052,1
435112,1
306885,1
416893,1
46622,1
352684,1
200571,1
427845,1
410198,1
143290,1
11058,1
384599,0
358076,1
234777,1
346027,1
131168,1
281204,1
70254,1
110367,1
418630,1
365361,1
398844,1
74233,1
253010,1
461384,1
30294,1
306179,1
439334,1
282982,1
260754,1
149227,1
380575,0
252514,1
196737,0
430381,1
300543,1
58823,1
28708,0
218250,1
186327,1
48707,1
352769,1
35022,1
270088,1
18480,1
214483,1
342445,1
104457,1
371700,1
68649,1
131190,1
365456,1
342185,1
453880,1
289103,1
297837,1
461035,0
422654,1
410134,1
269653,1
437844,1
12015,1
386702,1
242498,1
4235,1
122857,1
298747,1
163941,0
452541,1
180509,1
107747,1
377439,0
454782,0
32701,0
443640,1
424762,1
3819,1
16124,0
348355,1
406304,1
447984,1
279085,1
354336,1
381503,1
368694,1
17248,1
12573,1
202914,0
416279,1
314481,1
108702,1
389727,1
325530,1
162591,0
376920,1
146125,1
146167,1
299109,1
59991,1
442536,1
236206,1
343707,1
50257,1
266881,1
319133,1
212124,0
72585,1
355750,1
161831,0
392948,1
453434,1
148197,1
146112,1
16588,1
56350,0
96100,1
326057,1
155531,1
26365,1
206885,1
149018,1
389704,1
441434,1
44968,1
330189,1
84853,1
351820,1
23376,1
243521,1
328939,1
4516,1
227207,1
362416,1
244019,1
111693,1
105654,1
66082,1
376455,1
254170,1
273331,1
462967,1
352328,1
314823,1
422103,1
31285,1
139085,1
137114,1
284838,1
354745,1
178769,0
359745,1
358224,1
245023,1
68748,1
248243,0
375477,1
316133,0
292069,1
232796,1
247511,1
331829,1
244531,1
442733,0
155153,1
409686,1
447585,1
173473,1
17107,1
277949,1
399591,1
142057,1
248008,1
339612,1
343627,1
181623,1
369830,1
79403,0
275726,1
429301,1
29420,1
460786,1
295981,1
15106,1
453540,1
258453,1
443758,1
391445,1
33217,1
383522,1
446464,1
233715,1
404525,1
15903,1
191333,0
192327,1
224537,1
343078,1
368608,1
236474,1
347864,1
317769,1
354439,1
264746,1
408551,1
197228,1
253727,1
95862,1
410204,1
126092,1
263754,0
319276,1
425895,1
396838,1
29695,1
282460,1
127492,1
267346,1
432218,1
353779,1
44119,1
40692,1
380369,1
288100,1
15178,1
361831,1
108033,1
90685,1
465620,1
167040,1
279828,1
408030,1
204486,1
103318,0
358115,1
457683,1
91583,1
292469,0
286983,1
459295,1
14213,1
461374,1
409978,1
175196,0
122400,1
136037,1
91092,1
243791,1
339484,0
230729,1
387619,1
438776,1
382790,1
30541,1
126689,1
14426,1
252804,1
121483,1
237815,1
97409,1
288618,1
391838,1
72988,1
219032,0
345176,1
197911,1
296798,1
50029,1
212269,1
228534,1
437146,1
356793,1
182874,1
59737,1
63039,1
174181,1
399902,1
367297,0
88266,1
370856,1
46261,1
156974,1
139667,1
249201,1
128823,1
98346,1
297788,1
268281,1
349022,1
2477,1
202728,0
418533,1
57861,1
346197,1
277066,0
228910,0
403549,1
261870,1
302850,1
267261,1
310649,1
217524,1
256051,1
181317,0
18167,1
381822,1
382978,1
64684,1
386895,1
272912,1
55509,1
342181,1
254528,1
347502,1
249570,0
238478,1
198866,1
55714,1
258303,1
134322,1
409056,1
74478,1
250180,1
79535,1
92959,1
292932,1
4089,1
437226,1
62809,1
210340,1
447676,1
342748,1
103250,1
325900,1
215044,1
278100,1
155780,0
194278,1
45329,1
353325,1
39828,1
342212,1
205335,1
95264,0
300953,1
217493,0
100481,1
63455,1
109970,1
159242,1
164943,1
458275,0
346262,1
378649,1
415074,1
101185,1
411646,1
358777,1
147098,1
433612,1
113052,1
357828,1
408010,1
58054,1
394515,1
372120,1
439296,0
259965,1
96231,1
264425,1
189969,1
91487,1
